fid,ord,fam,genus,species,genus_species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,breeding_dist,nest_locations,hatchling_type
,,,,,,,,,,,,,,,,,,,,
658,CHARADRIIFORMES,THINOCORIDAE,Attagis,gayi,Attagis gayi,Attagisgayi,,Rufous-bellied Seedsnipe,,,,,,LC,,2012,stable,,,
659,CHARADRIIFORMES,THINOCORIDAE,Attagis,malouinus,Attagis malouinus,Attagismalouinus,,White-bellied Seedsnipe,,,,,,LC,,2012,stable,,,
660,CHARADRIIFORMES,THINOCORIDAE,Thinocorus,orbignyianus,Thinocorus orbignyianus,Thinocorusorbignyianus,,Grey-breasted Seedsnipe, Gray-breasted Seedsnipe,,,,,LC,,2012,stable,,,
661,CHARADRIIFORMES,THINOCORIDAE,Thinocorus,rumicivorus,Thinocorus rumicivorus,Thinocorusrumicivorus,,Least Seedsnipe,,,,,,LC,,2012,stable,,,
662,PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,bocagei,Bostrychia bocagei,Bostrychiabocagei,,Dwarf Ibis, Sao Tome Ibis,,,,,CR,C2a(ii),2013,decreasing,,,
663,PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,carunculata,Bostrychia carunculata,Bostrychiacarunculata,,Wattled Ibis,,,,,,LC,,2012,unknown,,,
664,PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,hagedash,Bostrychia hagedash,Bostrychiahagedash,,Hadada Ibis, Hadada,,,,,LC,,2012,increasing,,,
665,PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,olivacea,Bostrychia olivacea,Bostrychiaolivacea,,Olive Ibis, Olive Ibis,,,,,LC,,2012,decreasing,,,
666,PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,rara,Bostrychia rara,Bostrychiarara,,Spot-breasted Ibis,,,,,,LC,,2012,stable,,,
667,PELECANIFORMES,THRESKIORNITHIDAE,Cercibis,oxycerca,Cercibis oxycerca,Cercibisoxycerca,,Sharp-tailed Ibis,,,,,,LC,,2012,stable,,,
668,PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,albus,Eudocimus albus,Eudocimusalbus,,White Ibis, American White Ibis,,,,,LC,,2012,stable,,,
669,PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,ruber,Eudocimus ruber,Eudocimusruber,,Scarlet Ibis,,,,,,LC,,2012,decreasing,,,
670,PELECANIFORMES,THRESKIORNITHIDAE,Geronticus,calvus,Geronticus calvus,Geronticuscalvus,,Southern Bald Ibis, Bald Ibis,,,,,VU,A3c+4c;C2a(ii),2013,decreasing,,,
671,PELECANIFORMES,THRESKIORNITHIDAE,Geronticus,eremita,Geronticus eremita,Geronticuseremita,,Northern Bald Ibis, Waldrapp, Bald Ibis, Hermit Ibis,,,CR,C2a(ii),2013,decreasing,,,
672,PELECANIFORMES,THRESKIORNITHIDAE,Lophotibis,cristata,Lophotibis cristata,Lophotibiscristata,,Madagascar Crested Ibis, White-winged Ibis, Madagascar Ibis,,,,NT,,2012,decreasing,,,
673,PELECANIFORMES,THRESKIORNITHIDAE,Mesembrinibis,cayennensis,Mesembrinibis cayennensis,Mesembrinibiscayennensis,,Green Ibis,,,,,,LC,,2012,decreasing,,,
674,PELECANIFORMES,THRESKIORNITHIDAE,Nipponia,nippon,Nipponia nippon,Nipponianippon,,Asian Crested Ibis, Japanese Crested Ibis, Crested Ibis,,,,EN,B1ab(iii),2013,increasing,,,
675,PELECANIFORMES,THRESKIORNITHIDAE,Phimosus,infuscatus,Phimosus infuscatus,Phimosusinfuscatus,,Bare-faced Ibis, Whispering Ibis,,,,,LC,,2012,stable,,,
676,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,ajaja,Platalea ajaja,Plataleaajaja,Ajaia ajaja ajaja|Ajaia ajaja ajaja,Roseate Spoonbill,,,,,,LC,,2012,stable,,,
677,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,alba,Platalea alba,Plataleaalba,,African Spoonbill,,,,,,LC,,2012,stable,,,
678,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,flavipes,Platalea flavipes,Plataleaflavipes,,Yellow-billed Spoonbill,,,,,,LC,,2012,stable,,,
679,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,leucorodia,Platalea leucorodia,Platalealeucorodia,,Eurasian Spoonbill, Spoonbill, European Spoonbill,,,,LC,,2012,unknown,,,
680,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,minor,Platalea minor,Plataleaminor,,Black-faced Spoonbill,,,,,,EN,C2a(ii),2014,stable,,,
681,PELECANIFORMES,THRESKIORNITHIDAE,Platalea,regia,Platalea regia,Platalearegia,,Royal Spoonbill,,,,,,LC,,2012,stable,,,
682,PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,chihi,Plegadis chihi,Plegadischihi,,White-faced Ibis,,,,,,LC,,2012,increasing,,,
683,PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,falcinellus,Plegadis falcinellus,Plegadisfalcinellus,,Glossy Ibis,,,,,,LC,,2012,decreasing,,,
684,PELECANIFORMES,THRESKIORNITHIDAE,Plegadis,ridgwayi,Plegadis ridgwayi,Plegadisridgwayi,,Puna Ibis,,,,,,LC,,2012,decreasing,,,
685,PELECANIFORMES,THRESKIORNITHIDAE,Pseudibis,davisoni,Pseudibis davisoni,Pseudibisdavisoni,,White-shouldered Ibis, Black Ibis,,,,,CR,A3cd+4cd,2013,decreasing,,,
686,PELECANIFORMES,THRESKIORNITHIDAE,Pseudibis,papillosa,Pseudibis papillosa,Pseudibispapillosa,,Red-naped Ibis,,,,,,LC,,2012,decreasing,,,
687,PELECANIFORMES,THRESKIORNITHIDAE,Thaumatibis,gigantea,Thaumatibis gigantea,Thaumatibisgigantea,Pseudibis gigantea gigantea|Pseudibis gigantea gigantea|Pseudibis gigantea gigantea,Giant Ibis,,,,,,CR,A2cd+3cd+4cd;C2a(i),2013,decreasing,,,
688,PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,branickii,Theristicus branickii,Theristicusbranickii,,Andean Ibis,,,,,,NT,,2014,decreasing,,,
689,PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,caerulescens,Theristicus caerulescens,Theristicuscaerulescens,Harpiprion caerulescens caerulescens,Plumbeous Ibis,,,,,,LC,,2012,stable,,,
690,PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,caudatus,Theristicus caudatus,Theristicuscaudatus,,Buff-necked Ibis,,,,,,LC,,2012,stable,,,
691,PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,melanopis,Theristicus melanopis,Theristicusmelanopis,,Black-faced Ibis,,,,,,LC,,2014,stable,,,
692,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,aethiopicus,Threskiornis aethiopicus,Threskiornisaethiopicus,,African Sacred Ibis, Sacred Ibis,,,,,LC,,2012,decreasing,,,
693,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,bernieri,Threskiornis bernieri,Threskiornisbernieri,,Madagascar Sacred Ibis,,,,,,EN,C1,2013,decreasing,,,
694,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,melanocephalus,Threskiornis melanocephalus,Threskiornismelanocephalus,,Black-headed Ibis,,,,,,NT,,2012,decreasing,,,
695,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,moluccus,Threskiornis moluccus,Threskiornismoluccus,Threskiornis molucca,Australian Ibis, Australian White Ibis, Australian Ibis, White Ibis,,,LC,,2012,stable,,,
696,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,solitarius,Threskiornis solitarius,Threskiornissolitarius,Raphus solitarius ,Reunion Ibis, Reunion Ibis, Reunion Flightless Ibis, Reunion Solitaire,,,EX,,2012,,,,
697,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,spinicollis,Threskiornis spinicollis,Threskiornisspinicollis,,Straw-necked Ibis,,,,,,LC,,2012,stable,,,
698,CHARADRIIFORMES,TURNICIDAE,Ortyxelos,meiffrenii,Ortyxelos meiffrenii,Ortyxelosmeiffrenii,,Quail-plover, Quail-plover,,,,,LC,,2012,unknown,,,
699,CHARADRIIFORMES,TURNICIDAE,Turnix,castanotus,Turnix castanotus,Turnixcastanotus,Turnix castanota |Turnix castanota |Turnix castanota |Turnix castanota |Turnix castanota |Turnix castanota ,Chestnut-backed Buttonquail, Chestnut-backed Button-quail,,,,,LC,,2012,stable,,,
700,CHARADRIIFORMES,TURNICIDAE,Turnix,everetti,Turnix everetti,Turnixeveretti,,Sumba Buttonquail,,,,,,VU,"B1ab(iii,iv,v);C2a(ii)",2012,decreasing,,,
701,CHARADRIIFORMES,TURNICIDAE,Turnix,hottentottus,Turnix hottentottus,Turnixhottentottus,,Hottentot Buttonquail, Black-rumped Buttonquail,,,,,EN,C2a(i),2014,decreasing,,,
702,CHARADRIIFORMES,TURNICIDAE,Turnix,maculosus,Turnix maculosus,Turnixmaculosus,Turnix maculosa |Turnix maculosa |Turnix maculosa ,Red-backed Buttonquail, Red-backed Button-quail,,,,,LC,,2012,decreasing,,,
703,CHARADRIIFORMES,TURNICIDAE,Turnix,melanogaster,Turnix melanogaster,Turnixmelanogaster,,Black-breasted Buttonquail, Black-breasted Button-quail,,,,,NT,,2012,decreasing,,,
704,CHARADRIIFORMES,TURNICIDAE,Turnix,nanus,Turnix nanus,Turnixnanus,,Black-rumped Buttonquail,,,,,,LC,,2014,decreasing,,,
705,CHARADRIIFORMES,TURNICIDAE,Turnix,nigricollis,Turnix nigricollis,Turnixnigricollis,,Madagascar Buttonquail,,,,,,LC,,2012,stable,,,
706,CHARADRIIFORMES,TURNICIDAE,Turnix,novaecaledoniae,Turnix novaecaledoniae,Turnixnovaecaledoniae,,New Caledonian Buttonquail,,,,,,CR,D,2014,unknown,,,
707,CHARADRIIFORMES,TURNICIDAE,Turnix,ocellatus,Turnix ocellatus,Turnixocellatus,Turnix ocellata |Turnix ocellata ,Spotted Buttonquail,,,,,,LC,,2012,unknown,,,
708,CHARADRIIFORMES,TURNICIDAE,Turnix,olivii,Turnix olivii,Turnixolivii,Turnix olivei olivei,Buff-breasted Buttonquail, Buff-breasted Button-quail,,,,,EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C2a(ii)",2012,decreasing,,,
709,CHARADRIIFORMES,TURNICIDAE,Turnix,pyrrhothorax,Turnix pyrrhothorax,Turnixpyrrhothorax,,Red-chested Buttonquail, Red-chested Button-quail,,,,,LC,,2012,decreasing,,,
710,CHARADRIIFORMES,TURNICIDAE,Turnix,suscitator,Turnix suscitator,Turnixsuscitator,,Barred Buttonquail,,,,,,LC,,2012,increasing,,,
711,CHARADRIIFORMES,TURNICIDAE,Turnix,sylvaticus,Turnix sylvaticus,Turnixsylvaticus,Turnix sylvatica |Turnix sylvatica |Turnix sylvatica |Turnix sylvatica ,Common Buttonquail, Kurrichane Buttonquail, Andalusian Hemipode,,,,LC,,2012,decreasing,,,
712,CHARADRIIFORMES,TURNICIDAE,Turnix,tanki,Turnix tanki,Turnixtanki,,Yellow-legged Buttonquail,,,,,,LC,,2012,stable,,,
713,CHARADRIIFORMES,TURNICIDAE,Turnix,varius,Turnix varius,Turnixvarius,,Painted Buttonquail,,,,,,LC,,2014,decreasing,,,
714,CHARADRIIFORMES,TURNICIDAE,Turnix,velox,Turnix velox,Turnixvelox,,Little Buttonquail, Little Button-quail,,,,,LC,,2012,decreasing,,,
715,CHARADRIIFORMES,TURNICIDAE,Turnix,worcesteri,Turnix worcesteri,Turnixworcesteri,,Luzon Buttonquail, Worcester's Buttonquail,,,,,DD,,2012,unknown,,,
