fid,ord,fam,genus,species,subspecies,genus_species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,total_population,breeding_dist,nest_locations,hatchling_type,feature_id,species_id,female_mass_mean,female_mass_lower,female_mass_upper,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,culmen,tarsus,tail,bmr,rmr,dee,clutch_size_mean,clutch_size_lower,clutch_size_upper,clutch_size_uncertainty,egg_mass,incubation_mean,incubation_period_lower,incubation_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,reproductive_success,hatching_success,fledging_success,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,feeds_per_day,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,fledgling_mass,ratio_fledgling_to_adult,wing_loading,aspect_ratio,first_year_survival,second_year_survival,survival_to_breeding,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,migration_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,mate_fidelity,site_fidelity,coloniality,username,dt
715,CHARADRIIFORMES,TURNICIDAE,Turnix,nigricollis,,Turnix nigricollis,Turnixnigricollis,,Madagascar Buttonquail,,,,,,LC,,2012,stable,,,,,715,Turnixnigricollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
717,CHARADRIIFORMES,TURNICIDAE,Turnix,ocellatus,,Turnix ocellatus,Turnixocellatus,Turnix ocellata |Turnix ocellata ,Spotted Buttonquail,,,,,,LC,,2012,unknown,,,,,717,Turnixocellatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
719,CHARADRIIFORMES,TURNICIDAE,Turnix,pyrrhothorax,,Turnix pyrrhothorax,Turnixpyrrhothorax,,Red-chested Buttonquail, Red-chested Button-quail,,,,,LC,,2012,decreasing,,,,,719,Turnixpyrrhothorax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
720,CHARADRIIFORMES,TURNICIDAE,Turnix,suscitator,,Turnix suscitator,Turnixsuscitator,,Barred Buttonquail,,,,,,LC,,2012,increasing,,,,,720,Turnixsuscitator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
721,CHARADRIIFORMES,TURNICIDAE,Turnix,sylvaticus,,Turnix sylvaticus,Turnixsylvaticus,Turnix sylvatica |Turnix sylvatica |Turnix sylvatica |Turnix sylvatica ,Common Buttonquail, Kurrichane Buttonquail, Andalusian Hemipode,,,,LC,,2012,decreasing,,,,,721,Turnixsylvaticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
722,CHARADRIIFORMES,TURNICIDAE,Turnix,tanki,,Turnix tanki,Turnixtanki,,Yellow-legged Buttonquail,,,,,,LC,,2012,stable,,,,,722,Turnixtanki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
723,CHARADRIIFORMES,TURNICIDAE,Turnix,varius,,Turnix varius,Turnixvarius,,Painted Buttonquail,,,,,,LC,,2014,decreasing,,,,,723,Turnixvarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
724,CHARADRIIFORMES,TURNICIDAE,Turnix,velox,,Turnix velox,Turnixvelox,,Little Buttonquail, Little Button-quail,,,,,LC,,2012,decreasing,,,,,724,Turnixvelox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
7,CHARADRIIFORMES,ALCIDAE,Brachyramphus,brevirostris,,Brachyramphus brevirostris,Brachyramphusbrevirostris,,Kittlitz's Murrelet,,,,,,NT,,2014,decreasing,,Tm,O,SP,7,Brachyramphusbrevirostris,,0.224,0.243,,,0.224,0.243,,,,,,,,1,,,,34,30,,,ca,24,,,ca,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
9,CHARADRIIFORMES,ALCIDAE,Brachyramphus,perdix,,Brachyramphus perdix,Brachyramphusperdix,,Long-billed Murrelet,,,,,,NT,,2012,decreasing,,,T,SP,9,Brachyramphusperdix,,,,,,,,,,,,,,,1,,,,,,,,,,27,40,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
27,SULIFORMES,ANHINGIDAE,Anhinga,melanogaster,,Anhinga melanogaster,Anhingamelanogaster,,Oriental Darter, Darter, African Darter,,,,NT,,2012,decreasing,,,,,27,Anhingamelanogaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
66,PELECANIFORMES,ARDEIDAE,Egretta,rufescens,,Egretta rufescens,Egrettarufescens,Hydranassa rufescens rufescens,Reddish Egret,,,,,,NT,,2012,increasing,,,,,66,Egrettarufescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
97,PELECANIFORMES,ARDEIDAE,Zebrilus,undulatus,,Zebrilus undulatus,Zebrilusundulatus,,Zigzag Heron,,,,,,NT,,2012,decreasing,,,,,97,Zebrilusundulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
98,PELECANIFORMES,ARDEIDAE,Zonerodius,heliosylus,,Zonerodius heliosylus,Zonerodiusheliosylus,,Forest Bittern,,,,,,NT,,2012,decreasing,,,,,98,Zonerodiusheliosylus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
108,CHARADRIIFORMES,BURHINIDAE,Esacus,magnirostris,,Esacus magnirostris,Esacusmagnirostris,Burhinus giganteus giganteus|Esacus giganteus|Esacus magnirostris magnirostris|Esacus neglectus neglectus,Beach Thick-knee, Beach Stone-curlew,,,,,NT,,2014,decreasing,,,,,108,Esacusmagnirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
109,CHARADRIIFORMES,BURHINIDAE,Esacus,recurvirostris,,Esacus recurvirostris,Esacusrecurvirostris,Burhinus recurvirostris recurvirostris,Great Thick-knee, Great Stone-curlew,,,,,NT,,2013,decreasing,,,,,109,Esacusrecurvirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
113,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,aquilonius,,Charadrius aquilonius,Charadriusaquilonius,,Northern Red-breasted Plover,,,,,,NT,,2014,increasing,,,,,113,Charadriusaquilonius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
123,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,javanicus,,Charadrius javanicus,Charadriusjavanicus,,Javan Plover,,,,,,NT,,2012,decreasing,,,,,123,Charadriusjavanicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
126,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,melodus,,Charadrius melodus,Charadriusmelodus,,Piping Plover,,,,,,NT,,2012,increasing,,,,,126,Charadriusmelodus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
129,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,montanus,,Charadrius montanus,Charadriusmontanus,,Mountain Plover,,,,,,NT,,2012,decreasing,,,,,129,Charadriusmontanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
130,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,nivosus,,Charadrius nivosus,Charadriusnivosus,,Snowy Plover,,,,,,NT,,2014,decreasing,,,,,130,Charadriusnivosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
132,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,pallidus,,Charadrius pallidus,Charadriuspallidus,,Chestnut-banded Plover,,,,,,NT,,2012,stable,,,,,132,Charadriuspallidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
134,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,peronii,,Charadrius peronii,Charadriusperonii,,Malay Plover,,,,,,NT,,2012,decreasing,,,,,134,Charadriusperonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
150,CHARADRIIFORMES,CHARADRIIDAE,Phegornis,mitchellii,,Phegornis mitchellii,Phegornismitchellii,,Diademed Plover, Diademed Plover, Diademed Sandpiper-Plover,,,,NT,,2012,decreasing,,,,,150,Phegornismitchellii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
163,CHARADRIIFORMES,CHARADRIIDAE,Vanellus,duvaucelii,,Vanellus duvaucelii,Vanellusduvaucelii,,River Lapwing,,,,,,NT,,2012,unknown,,,,,163,Vanellusduvaucelii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
190,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,immutabilis,,Phoebastria immutabilis,Phoebastriaimmutabilis,Diomedea immutabilis immutabilis|Diomedea immutabilis immutabilis,Laysan Albatross,,,,,,NT,,2013,stable,,STr,O,SP,190,Phoebastriaimmutabilis,2.85,,,,3.23,,,,,,,,,,1,,,,,65,,,,165,,,,,,,,,,,,,,,weeks,,,,,,,,8,8,9,,OS,,,195,202,,53,,,ca,95,,,,,,,grant,27/06/2016
192,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,nigripes,,Phoebastria nigripes,Phoebastrianigripes,Diomedea nigripes nigripes|Diomedea nigripes nigripes|Diomedea nigripes nigripes|Diomedea nigripes nigripes,Black-footed Albatross,,,,,,NT,,2014,increasing,,STr,O,SP,192,Phoebastrianigripes,3,,,,3.4,,,,,,,,,,1,,,,,,64,65,,145.6,,,,,,,,,,,,40,,,,,,,,,,79,7,5,9,,OS,,,193,227,,41,,,,,89,94,,,,,grant,27/06/2016
194,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,palpebrata,,Phoebetria palpebrata,Phoebetriapalpebrata,,Light-mantled Albatross, Light-mantled Sooty Albatross,,,,,NT,,2012,decreasing,,Tm-P,"O,Cl,Sl",SP,194,Phoebetriapalpebrata,,2.8,3.1,,,2.8,3.1,,,,,,,,1,,,,258,,66,69,,,140,157,,,,,45,,,,,,,,,3.45,,,,,,,7,,,,OS,,218,,,,,,,,97.3,,,,,,,grant,27/06/2016
195,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,bulleri,,Thalassarche bulleri,Thalassarchebulleri,Diomedea bulleri bulleri|Diomedea bulleri bulleri|Diomedea bulleri bulleri|Diomedea bulleri bulleri|Diomedea bulleri bulleri,Buller's Albatross, Buller's Mollymawk,,,,,NT,,2012,stable,,"Tm,SP","O,Sl",SP,195,Thalassarchebulleri,2.78,,,,3.12,,,,,,,,,,1,,,,,,69,72,,,140,167,,,,,,,,,,0,,,,,,,,,,,5,,,+,NS,,,205,213,,30,,,+,91.3,,,,,,,grant,27/06/2016
197,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,cauta,,Thalassarche cauta,Thalassarchecauta,,Shy Albatross,,,,,,NT,,2012,unknown,,Tm,"O,Sl,Cl",SP,197,Thalassarchecauta,,3.4,3.8,,,4,4.4,,,,,,,,1,,,,,,68,75,,120,,,c,,,,,,,,,0,,,,,,,,,,,,,,,"NS,OS",,,212,256,,,,,,,,,,,,,grant,27/06/2016
202,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,melanophris,,Thalassarche melanophris,Thalassarchemelanophris,Thalassarche melanophrys|Thalassarche melanophris melanophris,Black-browed Albatross,,,,,,NT,,2014,decreasing,,SP,"O,Sl",SP,202,Thalassarchemelanophris,3.22,,,,3.92,,,,,,,,,,1,,,,257,,65,72,,,116,125,,,,,70,,,,,,,,,5,,,,,,,,7,11,,"NS,OS",,,216,240,,,,,,92,,,,,,,grant,27/06/2016
204,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,steadi,,Thalassarche steadi,Thalassarchesteadi,,White-capped Albatross,,,,,,NT,,2013,decreasing,,,,,204,Thalassarchesteadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
219,CHARADRIIFORMES,GLAREOLIDAE,Glareola,nordmanni,,Glareola nordmanni,Glareolanordmanni,,Black-winged Pratincole,,,,,,NT,,2012,decreasing,,,,,219,Glareolanordmanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
234,CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,moquini,,Haematopus moquini,Haematopusmoquini,,African Oystercatcher, African Black Oystercatcher,,,,,NT,,2012,increasing,,,,,234,Haematopusmoquini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
248,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monorhis,,Hydrobates monorhis,Hydrobatesmonorhis,Hydrobates monorhis monorhis|Oceanodroma monorhis,Swinhoe's Storm-petrel,,,,,,NT,,2014,stable,,Tm-Tr,Bu,SP,248,Hydrobatesmonorhis,,0.038,0.04,,,0.038,0.04,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,46,,,,,,,,,,,,,grant,27/06/2016
252,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,tristrami,,Hydrobates tristrami,Hydrobatestristrami,Hydrobates tristrami tristrami|Oceanodroma tristrami,Tristram's Storm-petrel,,,,,,NT,,2012,stable,,STr,"Bu,Cr",SP,252,Hydrobatestristrami,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,56,,,,,,,,,,,,,,,grant,27/06/2016
255,CHARADRIIFORMES,JACANIDAE,Actophilornis,albinucha,,Actophilornis albinucha,Actophilornisalbinucha,,Madagascar Jacana,,,,,,NT,,2012,decreasing,,,,,255,Actophilornisalbinucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
276,CHARADRIIFORMES,LARIDAE,Larosterna,inca,,Larosterna inca,Larosternainca,,Inca Tern,,,,,,NT,,2012,decreasing,,Tr,"Cl,Cr",SP,276,Larosternainca,0.189,0.18,0.21,,0.189,0.18,0.21,,,,,,,,2,,,,,,,,,28,,,ca,,,,,,,,,28,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
279,CHARADRIIFORMES,LARIDAE,Larus,atlanticus,,Larus atlanticus,Larusatlanticus,,Olrog's Gull,,,,,,NT,,2013,stable,, ,O,SP,279,Larusatlanticus,,0.9,0.96,,,0.9,0.96,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,130,140,,,,,,,,,,,,,grant,27/06/2016
281,CHARADRIIFORMES,LARIDAE,Larus,audouinii,,Larus audouinii,Larusaudouinii,,Audouin's Gull,,,,,,NT,,2012,stable,,"STr,Tr",O,SP,281,Larusaudouinii,,0.58,0.77,,,0.58,0.77,,,,,,,,3,1,4,,,,26,33,,,35,40,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
298,CHARADRIIFORMES,LARIDAE,Larus,heermanni,,Larus heermanni,Larusheermanni,,Heermann's Gull,,,,,,NT,,2012,increasing,,STr,O,SP,298,Larusheermanni,,0.37,0.64,,,0.37,0.64,,,,,,,,,1,2,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,117,124,,,,,,,,,,,,,grant,27/06/2016
302,CHARADRIIFORMES,LARIDAE,Larus,leucophthalmus,,Larus leucophthalmus,Larusleucophthalmus,,White-eyed Gull,,,,,,NT,,2012,stable,,Tr,O,SP,302,Larusleucophthalmus,,0.27,0.41,,,0.27,0.41,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,115,,,,,,,,,,,,,grant,27/06/2016
326,CHARADRIIFORMES,LARIDAE,Pagophila,eburnea,,Pagophila eburnea,Pagophilaeburnea,,Ivory Gull,,,,,,NT,,2012,decreasing,"10-14,000","P,SP","O,Cl",SP,326,Pagophilaeburnea,,0.448,0.687,,,0.448,0.687,,,,,,,,1,1,2,,,,24,26,,,30,35,,,,,,,,,,,,,yes,,,,,,,,,2,3,,NS,,,108,120,,19,,,,86,,,,,,,grant,27/06/2016
334,CHARADRIIFORMES,LARIDAE,Rynchops,flavirostris,,Rynchops flavirostris,Rynchopsflavirostris,,African Skimmer,,,,,,NT,,2012,decreasing,,"STr,Tr",,SP,334,Rynchopsflavirostris,,0.111,0.204,,,0.111,0.204,,,,,,,,2.6,2,3,,,21,,,ca,28,,,ca,,,,,,,,,,,,,,,,,,,,,,,,NS,,106,,,ca,,,,,,,,,,,,grant,27/06/2016
338,CHARADRIIFORMES,LARIDAE,Sterna,aurantia,,Sterna aurantia,Sternaaurantia,,River Tern,,,,,,NT,,2012,decreasing,,Tr,O,SP,338,Sternaaurantia,,,,,,,,,,,,,,,3,3,4,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,2,,,,NS,,,80,85,,,,,,,,,,,,,grant,27/06/2016
348,CHARADRIIFORMES,LARIDAE,Sterna,virgata,,Sterna virgata,Sternavirgata,,Kerguelen Tern,,,,,,NT,,2012,stable,,Tm,O,SP,348,Sternavirgata,0.13,,,,0.13,,,,,,,,,,1,1,2,,,24,,,,35,31,39,,,,,,,,,,20,,,up to 20,,,,,,,,,,,,,,71,,,ca,,,,,,,,,,,,grant,27/06/2016
352,CHARADRIIFORMES,LARIDAE,Sternula,balaenarum,,Sternula balaenarum,Sternulabalaenarum,Sterna balaenarum,Damara Tern,,,,,,NT,,2012,stable,,"STr,Tr",O,SP,352,Sternulabalaenarum,0.046,,,,0.046,,,,,,,,,,1,,,,,,18,22,,20,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,grant,27/06/2016
360,CHARADRIIFORMES,LARIDAE,Thalasseus,elegans,,Thalasseus elegans,Thalasseuselegans,Sterna elegans,Elegant Tern,,,,,,NT,,2012,stable,,STr,O,SP,360,Thalasseuselegans,0.26,0.2,0.33,,0.26,0.2,0.33,,,,,,,,1,,,,,26,23,33,,35,,,,,,,,,,,,120,,,,,,,,,,,3,,,,"NS,OS",,,76,81,,,,,,,,,,,,,grant,27/06/2016
384,PELECANIFORMES,PELECANIDAE,Pelecanus,philippensis,,Pelecanus philippensis,Pelecanusphilippensis,,Spot-billed Pelican, Grey Pelican,,,,,NT,,2012,decreasing,,"STr,Tr",T,A,384,Pelecanusphilippensis,,4.65,,,,,5.1,5.7,,,,,,,3,,,,,,29,31,,120,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
386,PELECANIFORMES,PELECANIDAE,Pelecanus,thagus,,Pelecanus thagus,Pelecanusthagus,,Peruvian Pelican,,,,,,NT,,2012,increasing,,,,,386,Pelecanusthagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
391,SULIFORMES,PHALACROCORACIDAE,Microcarbo,coronatus,,Microcarbo coronatus,Microcarbocoronatus,Phalacrocorax coronatus,Crowned Cormorant,,,,,,NT,,2012,stable,,Tm,"O,T",A,391,Microcarbocoronatus,,0.67,0.78,,,0.48,0.88,,,,,,,,,1,5,,,23,,,,,30,35,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
400,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,bougainvilliorum,,Phalacrocorax bougainvilliorum,Phalacrocoraxbougainvilliorum,Phalacrocorax bougainvillii,Guanay Cormorant,,,,,,NT,,2014,decreasing,,"Tm,Str","Sl,O",A,400,Phalacrocoraxbougainvilliorum,,,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,,,,grant,27/06/2016
412,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,gaimardi,,Phalacrocorax gaimardi,Phalacrocoraxgaimardi,,Red-legged Cormorant,,,,,,NT,,2012,decreasing,,"STr,Tr",Cl,A,412,Phalacrocoraxgaimardi,1.3,,,,1.3,,,,,,,,,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,grant,27/06/2016
427,CHARADRIIFORMES,PLUVIANELLIDAE,Pluvianellus,socialis,,Pluvianellus socialis,Pluvianellussocialis,,Magellanic Plover,,,,,,NT,,2012,stable,,,,,427,Pluvianellussocialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
434,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,grisea,,Ardenna grisea,Ardennagrisea,Ardenna grisea grisea|Puffinus griseus,Sooty Shearwater,,,,,,NT,,2012,decreasing,,Tm,Bu,SP,434,Ardennagrisea,,0.63,0.95,,,0.63,0.95,,,,,,,,1,,,,93,52.7,,,,97,,,,63,76,83,17,,,,,0,,,,0.75,,,,,,,,5,7,,OS,,103,,,,,,,,,93,94,,,,,grant,27/06/2016
439,PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,fallax,,Bulweria fallax,Bulweriafallax,,Jouanin's Petrel,,,,,,NT,,2012,increasing,,Tr,,SP,439,Bulweriafallax,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,83,,,,,,,,,,,,,grant,27/06/2016
442,PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,edwardsii,,Calonectris edwardsii,Calonectrisedwardsii,,Cape Verde Shearwater,,,,,,NT,,2012,decreasing,"10,000",STr,"Bu,Cr",SP,442,Calonectrisedwardsii,,,,,,,,,,,,,,,1,,,,,,,,,90,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
463,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,cinerea,,Procellaria cinerea,Procellariacinerea,,Grey Petrel, Pediunker, Grey Shearwater, Gray Petrel,,,NT,,2012,decreasing,,"SP,Tm",Bu,SP,463,Procellariacinerea,1.13,,,,1.13,,,,,,,,,,1,,,,110,,52,61,,93,110,120,,,,,18,,,,,,,,,1.22,,,,,,,7,,,,OS,,,115,130,,,,,,,,,,,,,grant,27/06/2016
470,PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,rostrata,,Pseudobulweria rostrata,Pseudobulweriarostrata,Pterodroma rostrata rostrata|Pterodroma rostrata rostrata,Tahiti Petrel,,,,,,NT,,2012,decreasing,,"Tm,STr",Bu,SP,470,Pseudobulweriarostrata,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,grant,27/06/2016
485,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,feae,,Pterodroma feae,Pterodromafeae,,Cape Verde Petrel,,,,,,NT,,2014,increasing,,STr,Bu,SP,485,Pterodromafeae,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,95,,,,,,,,,,,,,grant,27/06/2016
491,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,inexpectata,,Pterodroma inexpectata,Pterodromainexpectata,,Mottled Petrel,,,,,,NT,,2014,decreasing,,"SP,Tm","Bu,Sl",SP,491,Pterodromainexpectata,,0.24,0.44,,,0.24,0.44,,,,,,,,1,,,,61,,49,53,,,90,105,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,78,84,,,,,,,,,,,,,grant,27/06/2016
506,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,ultima,,Pterodroma ultima,Pterodromaultima,,Murphy's Petrel,,,,,,NT,,2012,decreasing,,"STr,Tr",,SP,506,Pterodromaultima,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS?,,97,,,,,,,,,,,,,,,grant,27/06/2016
520,PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,opisthomelas,,Puffinus opisthomelas,Puffinusopisthomelas,,Black-vented Shearwater,,,,,,NT,,2012,unknown,,STr,Bu,SP,520,Puffinusopisthomelas,0.41,,,,0.41,,,,,,,,,,1,,,,54.5,50,,,,69,,,,36,53,68,57,,,,,,,,,.354 -.403,.87-.99,,,,,,,,,,NS,,,76,89,,,,,,,,,,,,,grant,27/06/2016
557,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pusilla,,Calidris pusilla,Calidrispusilla,,Semipalmated Sandpiper,,,,,,NT,,2012,decreasing,,,,,557,Calidrispusilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
561,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subruficollis,,Calidris subruficollis,Calidrissubruficollis,Tryngites subruficollis,Buff-breasted Sandpiper,,,,,,NT,,2012,decreasing,,,,,561,Calidrissubruficollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
